Company_ID,Company_Name,Company_Industry,Company_Size,Company_Ownership,Company_Funding,Country,Interest_Area
CMP_C_0504,CreativeTech,Healthcare,Medium Enterprise,Franchise,Series A,Canada,Cloud
CMP_L_0505,LeadingPartners,Manufacturing,Medium Enterprise,Public Sector,Bootstrapped,Argentina,Operations
CMP_D_0506,DynamicConsulting,Finance,Small business,Franchise,Bootstrapped,New Zealand,Staffing
CMP_S_0507,StrategicIndustries,Manufacturing,Medium Enterprise,Private Sector,Series A,New Zealand,T&M
CMP_A_0508,AdvancedIndustries,Finance,Start-up,Public Sector,Series B,USA,Data
CMP_L_0509,LeadingSolutions,Agriculture,Large Enterprise,Franchise,Series B,Brazil,Logistics
CMP_C_0510,CreativeIndustries,Finance,Small business,Joint Venture,Seed,India,T&M
CMP_L_0511,LeadingConsulting,Technology,Start-up,Private Sector,Series A,China,Staffing
CMP_S_0512,StrategicConsulting,Finance,Small business,Private Sector,IPO,Kenya,Service
CMP_G_0513,GlobalTech,E-Commerce,Medium Enterprise,Joint Venture,Bootstrapped,S. Korea,AI
CMP_I_0514,InnovativeTech,Finance,Small business,Public Sector,Series A,India,AI
CMP_G_0515,GlobalSolutions,Manufacturing,Medium Enterprise,Joint Venture,Series B,India,AI
CMP_G_0516,GlobalSystems,Energy,Large Enterprise,Private Sector,Series B,UAE,Data
CMP_I_0517,InnovativeSystems,Energy,Medium Enterprise,Public Sector,Bootstrapped,UAE,Consulting
CMP_I_0518,InnovativeAnalytics,Mining,Large Enterprise,Public Sector,IPO,Kenya,Staffing
CMP_S_0519,StrategicConsulting,Energy,Large Enterprise,Joint Venture,Series A,Brazil,Operations
CMP_D_0520,DynamicSystems,Finance,Medium Enterprise,Private Sector,Series A,USA,Marketing
CMP_S_0521,StrategicSystems,Technology,Large Enterprise,Private Sector,Series B,Japan,AI
CMP_S_0522,StrategicIndustries,Retail,Start-up,Public Sector,Seed,USA,Cloud
CMP_L_0523,LeadingSystems,Finance,Start-up,Public Sector,Series B,Japan,Staffing
CMP_S_0524,StrategicTech,Pharmaceuticals,Small business,Public Sector,Seed,Netherlands,Consulting
CMP_L_0525,LeadingIndustries,Finance,Medium Enterprise,Joint Venture,IPO,USA,Cloud
CMP_A_0526,AdvancedIndustries,Technology,Large Enterprise,Franchise,Bootstrapped,Japan,AI
CMP_L_0527,LeadingVentures,Retail,Small business,Private Sector,Series B,Canada,Cloud
CMP_L_0528,LeadingVentures,Agriculture,Start-up,Franchise,Series B,Colombia,Logistics
CMP_F_0529,FutureIndustries,Banking,Start-up,Private Sector,Series A,Qatar,Data
CMP_G_0530,GlobalConsulting,Agriculture,Start-up,Franchise,IPO,Argentina,Operations
CMP_I_0531,InnovativeConsulting,Pharmaceuticals,Small business,Public Sector,Bootstrapped,France,Operations
CMP_A_0532,AdvancedPartners,Banking,Medium Enterprise,Joint Venture,IPO,Netherlands,Consulting
CMP_A_0533,AdvancedTech,Energy,Small business,Franchise,Series A,Argentina,Operations
CMP_A_0535,AdvancedVentures,Healthcare,Medium Enterprise,Private Sector,Bootstrapped,Canada,Cloud
CMP_F_0536,FutureSolutions,Technology,Large Enterprise,Public Sector,IPO,New Zealand,T&M
CMP_I_0537,InnovativeSolutions,Agriculture,Large Enterprise,Joint Venture,IPO,Peru,Logistics
CMP_D_0538,DynamicTech,Consulting,Large Enterprise,Private Sector,Series B,Switzerland,Engineering
CMP_I_0539,InnovativePartners,Retail,Start-up,Franchise,IPO,Canada,Data
CMP_G_0540,GlobalTech,Finance,Small business,Private Sector,Seed,Indonesia,Staffing
CMP_I_0541,InnovativeAnalytics,Pharmaceuticals,Start-up,Private Sector,IPO,Sweden,Consulting
CMP_F_0542,FutureTech,Energy,Medium Enterprise,Franchise,Series A,Argentina,Logistics
CMP_S_0544,StrategicConsulting,Technology,Start-up,Private Sector,Seed,Canada,Cloud
CMP_S_0545,StrategicAnalytics,Manufacturing,Start-up,Public Sector,IPO,New Zealand,T&M
CMP_S_0546,StrategicSolutions,Technology,Small business,Franchise,Series B,Canada,Data
CMP_C_0547,CreativeSolutions,Finance,Large Enterprise,Franchise,Series A,India,T&M
CMP_L_0548,LeadingIndustries,Healthcare,Medium Enterprise,Joint Venture,Series B,Canada,Marketing
CMP_F_0549,FutureTech,Pharmaceuticals,Small business,Private Sector,Series B,UK,Consulting
CMP_C_0550,CreativeSystems,Finance,Large Enterprise,Private Sector,Bootstrapped,Canada,Marketing
CMP_G_0553,GlobalVentures,Healthcare,Start-up,Public Sector,Seed,Canada,Data
CMP_I_0554,InnovativeSolutions,E-Commerce,Start-up,Public Sector,IPO,China,AI
CMP_A_0556,AdvancedConsulting,Technology,Start-up,Joint Venture,Series B,Canada,Data
CMP_S_0557,StrategicIndustries,Agriculture,Small business,Private Sector,Series B,Argentina,Logistics
CMP_F_0560,FutureTech,Finance,Small business,Private Sector,Series A,Kenya,Service
CMP_C_0561,CreativeSolutions,Real Estate,Small business,Public Sector,Bootstrapped,Qatar,Consulting
CMP_A_0562,AdvancedConsulting,Pharmaceuticals,Start-up,Private Sector,Series B,UK,Engineering
CMP_D_0563,DynamicSolutions,Technology,Small business,Private Sector,Seed,Canada,Marketing
CMP_A_0564,AdvancedSolutions,Automotive,Small business,Franchise,Series A,Netherlands,Consulting
CMP_F_0565,FutureConsulting,Real Estate,Start-up,Public Sector,IPO,UAE,Consulting
CMP_A_0566,AdvancedSolutions,Consulting,Medium Enterprise,Private Sector,Seed,Germany,Engineering
CMP_A_0568,AdvancedIndustries,Banking,Start-up,Franchise,Series A,Qatar,Consulting
CMP_G_0569,GlobalAnalytics,Energy,Medium Enterprise,Private Sector,Bootstrapped,Bahrain,Data
CMP_G_0570,GlobalSolutions,Technology,Medium Enterprise,Joint Venture,Seed,Japan,Staffing
CMP_I_0571,InnovativeAnalytics,Mining,Small business,Private Sector,Bootstrapped,Kenya,Staffing
CMP_S_0572,StrategicSolutions,Healthcare,Small business,Franchise,Seed,Canada,Data
CMP_S_0573,StrategicAnalytics,Finance,Small business,Public Sector,Series B,S. Africa,Service
CMP_A_0574,AdvancedAnalytics,Banking,Medium Enterprise,Joint Venture,IPO,France,Operations
CMP_C_0575,CreativeConsulting,Manufacturing,Small business,Private Sector,Series B,Brazil,Operations
CMP_L_0576,LeadingSolutions,Technology,Large Enterprise,Public Sector,Bootstrapped,Australia,Staffing
CMP_L_0578,LeadingSystems,Manufacturing,Small business,Public Sector,Seed,Peru,Operations
CMP_F_0579,FuturePartners,Agriculture,Start-up,Franchise,Series A,Chile,Operations
CMP_D_0580,DynamicIndustries,Banking,Small business,Private Sector,Bootstrapped,Germany,Engineering
CMP_S_0581,StrategicConsulting,Finance,Small business,Private Sector,Bootstrapped,Japan,AI
CMP_C_0583,CreativePartners,Agriculture,Start-up,Private Sector,Bootstrapped,Argentina,Logistics
CMP_A_0584,AdvancedAnalytics,Banking,Small business,Joint Venture,Bootstrapped,Saudi Arabia,Data
CMP_S_0585,StrategicConsulting,Finance,Large Enterprise,Private Sector,Series B,USA,Data
CMP_C_0586,CreativeVentures,E-Commerce,Large Enterprise,Public Sector,IPO,Indonesia,AI
CMP_I_0587,InnovativeIndustries,Healthcare,Start-up,Private Sector,Bootstrapped,Canada,Cloud
CMP_S_0588,StrategicVentures,Energy,Small business,Joint Venture,Bootstrapped,UAE,Consulting
CMP_C_0589,CreativeAnalytics,Manufacturing,Small business,Public Sector,IPO,Chile,Logistics
CMP_S_0590,StrategicTech,E-Commerce,Medium Enterprise,Private Sector,Series B,Indonesia,T&M
CMP_G_0591,GlobalIndustries,Finance,Start-up,Public Sector,Series A,Canada,Marketing
CMP_G_0593,GlobalTech,Banking,Large Enterprise,Franchise,Seed,Israel,Operations
CMP_I_0594,InnovativeAnalytics,Energy,Medium Enterprise,Public Sector,IPO,Chile,Logistics
CMP_D_0595,DynamicSolutions,Healthcare,Small business,Joint Venture,Seed,Canada,Marketing
CMP_G_0596,GlobalPartners,Finance,Medium Enterprise,Public Sector,Bootstrapped,Kenya,Service
CMP_F_0597,FutureSystems,E-Commerce,Small business,Private Sector,Bootstrapped,Singapore,T&M
CMP_S_0598,StrategicConsulting,Finance,Large Enterprise,Franchise,Bootstrapped,Mozambique,Service
CMP_I_0599,InnovativeIndustries,E-Commerce,Start-up,Joint Venture,Bootstrapped,Australia,T&M
CMP_F_0600,FutureSystems,Mining,Small business,Public Sector,Bootstrapped,S. Africa,Staffing
CMP_S_0602,StrategicAnalytics,Technology,Medium Enterprise,Public Sector,Series B,Australia,Staffing
CMP_G_0603,GlobalAnalytics,Energy,Medium Enterprise,Joint Venture,Series A,Qatar,Consulting
CMP_D_0604,DynamicIndustries,Retail,Start-up,Private Sector,Seed,Canada,Data
CMP_L_0605,LeadingSolutions,Banking,Small business,Private Sector,Bootstrapped,Netherlands,Engineering
CMP_I_0606,InnovativeSystems,Banking,Small business,Joint Venture,Series B,Saudi Arabia,Consulting
CMP_C_0607,CreativeIndustries,Mining,Start-up,Franchise,Series A,Mozambique,Staffing
CMP_G_0608,GlobalSystems,Technology,Start-up,Private Sector,Bootstrapped,Canada,Cloud
CMP_S_0610,StrategicIndustries,Pharmaceuticals,Large Enterprise,Private Sector,Series B,Switzerland,Consulting
CMP_A_0611,AdvancedConsulting,Technology,Medium Enterprise,Joint Venture,Series A,USA,Marketing
CMP_F_0612,FuturePartners,Pharmaceuticals,Small business,Joint Venture,Series B,Sweden,Engineering
CMP_L_0614,LeadingAnalytics,Finance,Start-up,Joint Venture,Series A,USA,Data
CMP_C_0615,CreativeTech,Energy,Medium Enterprise,Joint Venture,Bootstrapped,Peru,Operations
CMP_L_0616,LeadingSystems,Healthcare,Medium Enterprise,Private Sector,Seed,USA,Cloud
CMP_A_0617,AdvancedSolutions,Manufacturing,Large Enterprise,Joint Venture,Bootstrapped,Singapore,AI
CMP_D_0618,DynamicConsulting,Consulting,Start-up,Public Sector,Series A,UK,Operations
CMP_S_0619,StrategicVentures,Manufacturing,Start-up,Private Sector,IPO,S. Korea,AI
CMP_G_0620,GlobalConsulting,Pharmaceuticals,Large Enterprise,Franchise,Series B,France,Engineering
CMP_I_0621,InnovativeConsulting,Finance,Start-up,Private Sector,Bootstrapped,USA,Marketing
CMP_C_0622,CreativeVentures,Retail,Large Enterprise,Private Sector,Series A,Canada,Marketing
CMP_C_0623,CreativeVentures,Retail,Start-up,Joint Venture,Series A,USA,Data
CMP_L_0624,LeadingSolutions,Telecommunications,Medium Enterprise,Joint Venture,Series B,S. Africa,Staffing
CMP_C_0626,CreativePartners,Banking,Large Enterprise,Private Sector,Seed,Qatar,Data
CMP_F_0627,FutureConsulting,Real Estate,Large Enterprise,Franchise,Seed,Saudi Arabia,Consulting
CMP_C_0628,CreativeAnalytics,Banking,Small business,Joint Venture,Series A,Germany,Consulting
CMP_F_0629,FutureIndustries,Real Estate,Start-up,Public Sector,Seed,Qatar,Consulting
CMP_L_0630,LeadingVentures,Retail,Small business,Joint Venture,IPO,USA,Cloud
CMP_D_0632,DynamicPartners,Automotive,Medium Enterprise,Joint Venture,Series A,Netherlands,Operations
CMP_L_0633,LeadingAnalytics,Retail,Medium Enterprise,Public Sector,Bootstrapped,USA,Cloud
CMP_A_0634,AdvancedIndustries,Technology,Medium Enterprise,Private Sector,Series B,Canada,Marketing
CMP_D_0635,DynamicIndustries,E-Commerce,Start-up,Private Sector,Series B,Singapore,AI
CMP_A_0636,AdvancedSolutions,Finance,Medium Enterprise,Private Sector,Series A,China,Staffing
CMP_S_0637,StrategicIndustries,Banking,Large Enterprise,Joint Venture,IPO,Germany,Operations
CMP_S_0638,StrategicPartners,Banking,Large Enterprise,Joint Venture,Series A,UAE,Consulting
CMP_L_0640,LeadingSolutions,Automotive,Medium Enterprise,Franchise,IPO,Israel,Engineering
CMP_G_0641,GlobalVentures,Banking,Start-up,Private Sector,Bootstrapped,Germany,Engineering
CMP_F_0642,FuturePartners,Technology,Medium Enterprise,Private Sector,IPO,Australia,AI
CMP_A_0643,AdvancedSolutions,Energy,Large Enterprise,Joint Venture,Bootstrapped,Peru,Operations
CMP_D_0644,DynamicTech,Pharmaceuticals,Small business,Joint Venture,IPO,Germany,Engineering
CMP_S_0645,StrategicVentures,Finance,Small business,Franchise,Seed,S. Africa,Service
CMP_L_0647,LeadingSystems,Manufacturing,Medium Enterprise,Private Sector,Series B,Argentina,Operations
CMP_L_0648,LeadingConsulting,Energy,Start-up,Joint Venture,IPO,Qatar,Data
CMP_L_0649,LeadingIndustries,Finance,Small business,Franchise,IPO,USA,Data
CMP_G_0650,GlobalVentures,Agriculture,Small business,Private Sector,Seed,Argentina,Operations
CMP_D_0651,DynamicTech,Agriculture,Start-up,Franchise,Series A,Peru,Operations
CMP_G_0652,GlobalConsulting,Banking,Large Enterprise,Public Sector,Bootstrapped,Sweden,Operations
CMP_G_0653,GlobalAnalytics,Healthcare,Large Enterprise,Joint Venture,Seed,Canada,Data
CMP_F_0654,FutureConsulting,Agriculture,Medium Enterprise,Public Sector,Series B,Peru,Operations
CMP_F_0655,FuturePartners,Finance,Medium Enterprise,Private Sector,IPO,Mozambique,Staffing
CMP_G_0656,GlobalVentures,Manufacturing,Medium Enterprise,Private Sector,Bootstrapped,Argentina,Logistics
CMP_G_0657,GlobalSystems,Energy,Large Enterprise,Joint Venture,Series B,Mexico,Logistics
CMP_L_0658,LeadingSystems,Consulting,Small business,Public Sector,Series A,France,Operations
CMP_F_0659,FuturePartners,Manufacturing,Small business,Joint Venture,Seed,Peru,Logistics
CMP_A_0660,AdvancedConsulting,Energy,Large Enterprise,Joint Venture,Seed,Colombia,Logistics
CMP_L_0661,LeadingVentures,Energy,Start-up,Franchise,Seed,Mexico,Logistics
CMP_F_0662,FuturePartners,Technology,Medium Enterprise,Franchise,Series B,USA,Marketing
CMP_F_0663,FutureTech,Agriculture,Large Enterprise,Joint Venture,IPO,Mexico,Operations
CMP_L_0664,LeadingTech,Automotive,Medium Enterprise,Private Sector,Series B,Switzerland,Consulting
CMP_L_0666,LeadingSystems,Automotive,Start-up,Public Sector,IPO,Israel,Operations
CMP_C_0667,CreativeSystems,Agriculture,Medium Enterprise,Franchise,Bootstrapped,Chile,Logistics
CMP_A_0668,AdvancedIndustries,Energy,Start-up,Joint Venture,Series A,Brazil,Operations
CMP_L_0669,LeadingIndustries,Finance,Small business,Franchise,Seed,S. Africa,Staffing
CMP_I_0670,InnovativeSolutions,Retail,Small business,Franchise,Seed,Canada,Cloud
CMP_L_0671,LeadingVentures,Manufacturing,Large Enterprise,Public Sector,Seed,Brazil,Operations
CMP_C_0672,CreativeIndustries,Finance,Small business,Joint Venture,Bootstrapped,S. Africa,Staffing
CMP_G_0673,GlobalConsulting,Technology,Small business,Franchise,Seed,Canada,Cloud
CMP_S_0674,StrategicSystems,Agriculture,Start-up,Private Sector,Bootstrapped,Peru,Logistics
CMP_F_0675,FutureSystems,Pharmaceuticals,Small business,Joint Venture,IPO,France,Engineering
CMP_L_0676,LeadingAnalytics,Energy,Start-up,Public Sector,Bootstrapped,Saudi Arabia,Data
CMP_I_0680,InnovativeIndustries,Finance,Medium Enterprise,Private Sector,Series A,Indonesia,T&M
CMP_C_0681,CreativeConsulting,Retail,Small business,Franchise,Bootstrapped,USA,Data
CMP_A_0682,AdvancedConsulting,Banking,Large Enterprise,Joint Venture,Series B,Qatar,Consulting
CMP_S_0684,StrategicVentures,Technology,Large Enterprise,Private Sector,Bootstrapped,New Zealand,T&M
CMP_D_0685,DynamicAnalytics,Finance,Medium Enterprise,Joint Venture,Bootstrapped,USA,Marketing
CMP_S_0686,StrategicConsulting,Banking,Large Enterprise,Public Sector,Seed,Saudi Arabia,Data
CMP_I_0688,InnovativeVentures,Technology,Start-up,Public Sector,Bootstrapped,Canada,Data
CMP_I_0689,InnovativeSolutions,Healthcare,Large Enterprise,Joint Venture,Bootstrapped,USA,Cloud
CMP_D_0690,DynamicTech,Pharmaceuticals,Medium Enterprise,Private Sector,IPO,Sweden,Consulting
CMP_S_0692,StrategicSystems,Energy,Medium Enterprise,Franchise,Seed,Bahrain,Data
CMP_A_0693,AdvancedTech,Technology,Start-up,Franchise,Series B,USA,Cloud
CMP_F_0694,FutureSystems,Retail,Medium Enterprise,Franchise,Series A,USA,Marketing
CMP_F_0695,FutureIndustries,Technology,Large Enterprise,Franchise,Seed,New Zealand,AI
CMP_D_0696,DynamicPartners,Banking,Medium Enterprise,Private Sector,Series B,France,Operations
CMP_F_0697,FutureConsulting,Pharmaceuticals,Large Enterprise,Public Sector,Seed,France,Engineering
CMP_G_0698,GlobalIndustries,Manufacturing,Medium Enterprise,Public Sector,Bootstrapped,S. Korea,AI
CMP_A_0699,AdvancedSystems,Manufacturing,Large Enterprise,Public Sector,Series A,Argentina,Logistics
CMP_C_0700,CreativeConsulting,Automotive,Start-up,Public Sector,Seed,France,Operations
CMP_F_0701,FuturePartners,Banking,Medium Enterprise,Private Sector,Bootstrapped,Qatar,Data
CMP_C_0702,CreativePartners,Banking,Large Enterprise,Franchise,Seed,Bahrain,Data
CMP_D_0703,DynamicVentures,Pharmaceuticals,Medium Enterprise,Franchise,Series B,France,Consulting
CMP_L_0704,LeadingSystems,Energy,Medium Enterprise,Private Sector,Series A,Saudi Arabia,Data
CMP_C_0705,CreativeVentures,Finance,Large Enterprise,Joint Venture,Seed,Canada,Data
CMP_G_0706,GlobalAnalytics,Finance,Large Enterprise,Franchise,Series A,USA,Data
CMP_I_0707,InnovativeIndustries,Finance,Start-up,Private Sector,Series B,Indonesia,Staffing
CMP_C_0708,CreativePartners,Consulting,Start-up,Private Sector,Series A,France,Operations
CMP_D_0709,DynamicSystems,Manufacturing,Large Enterprise,Public Sector,Series A,Australia,AI
CMP_G_0710,GlobalPartners,Energy,Start-up,Franchise,Series A,Qatar,Consulting
CMP_F_0711,FutureTech,Banking,Medium Enterprise,Private Sector,Series A,Israel,Engineering
CMP_L_0712,LeadingAnalytics,Automotive,Start-up,Franchise,Series B,Germany,Engineering
CMP_G_0713,GlobalPartners,Consulting,Large Enterprise,Joint Venture,Series B,Sweden,Consulting
CMP_D_0714,DynamicVentures,Automotive,Medium Enterprise,Private Sector,Series B,Israel,Engineering
CMP_A_0715,AdvancedTech,Energy,Large Enterprise,Franchise,Series B,Bahrain,Data
CMP_G_0717,GlobalPartners,Automotive,Start-up,Public Sector,Series B,Israel,Engineering
CMP_D_0720,DynamicIndustries,Finance,Small business,Joint Venture,Series A,S. Africa,Staffing
CMP_F_0721,FuturePartners,Finance,Medium Enterprise,Public Sector,Bootstrapped,India,T&M
CMP_L_0722,LeadingVentures,Consulting,Start-up,Joint Venture,Bootstrapped,UK,Consulting
CMP_L_0723,LeadingTech,Banking,Medium Enterprise,Franchise,Bootstrapped,Netherlands,Engineering
CMP_F_0724,FutureConsulting,Banking,Medium Enterprise,Public Sector,Bootstrapped,Sweden,Consulting
CMP_G_0725,GlobalSolutions,Finance,Large Enterprise,Joint Venture,Seed,Canada,Cloud
CMP_S_0726,StrategicTech,Mining,Medium Enterprise,Joint Venture,IPO,Kenya,Staffing
CMP_D_0727,DynamicSystems,Technology,Large Enterprise,Joint Venture,IPO,USA,Cloud
CMP_S_0728,StrategicIndustries,Technology,Large Enterprise,Private Sector,Series A,India,Staffing
CMP_A_0729,AdvancedVentures,Telecommunications,Medium Enterprise,Franchise,Seed,Mozambique,Service
CMP_A_0732,AdvancedConsulting,Energy,Large Enterprise,Franchise,Seed,Peru,Operations
CMP_F_0733,FutureSystems,Retail,Medium Enterprise,Franchise,Series B,Canada,Marketing
CMP_F_0734,FutureSolutions,Automotive,Small business,Private Sector,IPO,Switzerland,Operations
CMP_I_0735,InnovativeVentures,Healthcare,Medium Enterprise,Franchise,IPO,USA,Data
CMP_A_0736,AdvancedPartners,Finance,Large Enterprise,Public Sector,Bootstrapped,Kenya,Service
CMP_I_0737,InnovativeSolutions,Technology,Medium Enterprise,Public Sector,Bootstrapped,USA,Marketing
CMP_I_0738,InnovativeIndustries,Retail,Small business,Private Sector,IPO,Canada,Marketing
CMP_S_0739,StrategicSystems,Automotive,Small business,Franchise,Seed,UK,Operations
CMP_C_0740,CreativeConsulting,Finance,Large Enterprise,Public Sector,Seed,Australia,AI
CMP_L_0741,LeadingAnalytics,Pharmaceuticals,Small business,Public Sector,Series A,Netherlands,Operations
CMP_A_0742,AdvancedSolutions,Technology,Small business,Private Sector,Bootstrapped,USA,Data
CMP_F_0743,FutureSolutions,Energy,Start-up,Private Sector,Series B,Chile,Logistics
CMP_I_0745,InnovativeAnalytics,Energy,Start-up,Private Sector,Series B,Argentina,Logistics
CMP_D_0746,DynamicAnalytics,Automotive,Large Enterprise,Private Sector,Series A,UK,Operations
CMP_L_0747,LeadingPartners,Technology,Medium Enterprise,Private Sector,Bootstrapped,USA,Data
CMP_A_0748,AdvancedTech,Finance,Medium Enterprise,Private Sector,Seed,China,Staffing
CMP_F_0749,FutureVentures,Agriculture,Medium Enterprise,Joint Venture,Seed,Argentina,Operations
